פרטי ניירות ערך - מניות,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 19/05/2024,,,,,,,,,,,,,,,,,,,,,,
מס' ני''ע,ISIN,שם (עברית),שם (אנגלית),סימול (עברית),סימול (אנגלית),"סוג ני""ע (עברית)","סוג ני""ע (אנגלית)",ענף על חברה (עברית),ענף על חברה (אנגלית),ענף חברה (עברית),ענף חברה (אנגלית),תת ענף חברה (עברית),תת ענף חברה (אנגלית),נכלל במדדים (עברית),נכלל במדדים (אנגלית),מספר תאגיד,מספר מנפיק,שם חברה מנפיקה (עברית),שם חברה מנפיקה (אנגלית),מקום התאגדות (עברית),מקום התאגדות (אנגלית),Email
1170893,IL0011708935,מניף,MENIF,מניף,MNIF,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150",512764408,1828,מניף-פיננסים,MENIF-FINANCIAL,ישראל,Israel,info@menaraventures.com
1178474,IL0011784746,מנרה יהש,MENARA PU,מנרה,MNRA,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,השקעות בהייטק,Investments In High-Tech,,,540304045,1914,מנרה ונצ'רס,MENARA VENTURES,ישראל,Israel,aviadf@is-ind.com
1168533,IL0011685331,מספנות ישראל,ISRAEL SHIPYARD,מספנ,ISHI,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-125 Fossil Free",516084753,1810,מספנות ישראל,ISRAEL SHIPYARD,ישראל,Israel,office@matzlawi.co.il
1106749,IL0011067498,מצלאוי,MASLAVI,מצלא,MSLA,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Construction",512726712,1484,מצלאוי,MASLAVI,ישראל,Israel,ifat@maxstock.co.il
1168558,IL0011685588,מקס סטוק,MAX STOCK,מקסו,MAXO,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-SME60 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-רשתות שיווק","TA-SME60 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Retail",513618967,1815,מקס סטוק,MAX STOCK,ישראל,Israel,aviad_l@mer-group.com
338012,IL0003380123,מר,MER,מר,CMER,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,חשמל,Electrical,,,520037805,338,מר,MER,ישראל,Israel,earad01@gmail.com
257014,IL0002570146,מרחביה אחזקות,MERCHAVIA HOLD,מראח,MRHL,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,520036724,257,מרחביה אחזקות,MERCHAVIA HOLD,ישראל,Israel,office@mske.co.il
1166974,IL0011669749,משק אנרגיה,MESHEK ENERGY,משקא,MSKE,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תשתיות אנרגיה","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Energy Utilities",516167343,1803,משק אנרגיה,MESHEK ENERGY,ישראל,Israel,meital@navitaspet.com
1141969,IL0011419699,נאוויטס פטר יהש,NAVITAS PTRO PU,נאפט,NVPT,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,מדד ת''א-נפט וגז ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס","TA-90 ,TA-125 ,TA-AllShare ,TA Oil & Gas Index ,TA-Rimon ,TA-SME150 ,TA Sector-Balance",550263107,1688,נאוויטס פטרו,NAVITAS PETRO,ישראל,Israel,aviv@nawibros.com
208017,IL0002080179,נאוי,NAWI,נאוי,NAWI,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA-Family",520036070,208,נאוי,NAWI,ישראל,Israel,galom@nayax.com
1175116,IL0011751166,נאייקס,NAYAX,ניקס,NYAX,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free ,TA-Dual listing",513639013,1894,נאייקס,NAYAX,ישראל,Israel,info@novami.com
1084557,IL0010845571,נובה,NOVA,נובה,NVMI,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,מוליכים למחצה,Semiconductors,"ת''א-35 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free ,TA-Dual listing",511812463,2177,נובה,NOVA,ישראל,Israel,yanivv@novolog.co.il
1140151,IL0011401515,נובולוג,NOVOLOG,נבלג,NVLG,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-SME60 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150",510475312,1677,נובולוג,NOVOLOG,ישראל,Israel,investors@nostromo.energy
1129451,VGG826421023,נוסטרומו,NOSTROMO,נוסט,NOST,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,,,,1607,נוסטרומו אנרגיה,NOSTROMO ENRGY,איי הבתולה הבריטיים,Virgin Islands (UK),noam@nofar-energy.co.il
1170877,IL0011708778,נופר אנרג'י,NOFAR ENERGY,נופר,NOFR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-Energy Utilities ,TA-Cleantech ,TA-125 Fossil Free",514599943,1831,נופר אנרג'י,NOFAR ENERGY,ישראל,Israel,info@nur-ink.com
1175728,IL0011757288,נור,NUR,נורי,NURI,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תעשייה","TA-Maala Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Industrials",515926475,1893,נור אינק,NUR INK,ישראל,Israel,meitar@meitar.co.il
723007,PAL0605071A3,נורסטאר,NORSTAR,נסטר,NSTR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב חו''ל","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties Abroad",,723,נורסטאר החזקות,NORSTAR HOLDING,פנמה,Panama,ora@em-neto.co.il
168013,IL0001680136,נטו אחזקות,NETO,נטו,NTO,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מזון,Food,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials",520034109,168,נטו אחזקות,NETO,ישראל,Israel,ora@em-neto.co.il
1105097,IL0011050973,נטו מלינדה,NETO MALINDA,נטמל,NTML,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150",511725459,1463,נטו מלינדה,NETO MALINDA,ישראל,Israel,info@newmedenergy.com
475020,IL0004750209,ניו-מד אנרג יהש,NEWMED ENERG PU,נומד,NWMD,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-35 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,מדד ת''א-נפט וגז ,ת''א-רימון ,ת''א סקטור-באלאנס","TA-35 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA Oil & Gas Index ,TA-Rimon ,TA Sector-Balance",550013098,475,ניו-מד אנרג יהש,NEWMED ENERG PU,ישראל,Israel,ir@nice.com
273011,IL0002730112,נייס,NICE,נייס,NICE,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,TA-Maala Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Dual listing",520036872,273,נייס,NICE,ישראל,Israel,moshe@nissan-medical.co.il
660019,IL0006600196,ניסן,NISSAN,ניסן,NISA,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"עץ, נייר ודפוס",Wood & Paper,"ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",520040940,660,ניסן,NISSAN,ישראל,Israel,admin@pbc.co.il
699017,IL0006990175,נכסים ובנין,PROPERT & BUIL,נכסבנ,PTBL,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520025438,699,נכסים ובנין,PROPERT.& BUIL.,ישראל,Israel,david.s@equital-group.com
643015,IL0006430156,נפטא,NAPHTHA,נפטא,NFTA,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,מדד ת''א-נפט וגז ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס","TA-90 ,TA-125 ,TA-AllShare ,TA Oil & Gas Index ,TA-Rimon ,TA-SME150 ,TA Sector-Balance",520020942,643,נפטא,NAPHTHA,ישראל,Israel,harel.hershtik@gmail.com
1083930,IL0010839301,נקסט ג'ן,NEXTGEN,נקגן,NXGN,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,,,520044470,1092,נקסט ג'ן,NEXTGEN,ישראל,Israel,chen.trn@gmail.com
1176593,IL0011765935,נקסט ויז'ן,NEXT VISION,נקסנ,NXSN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free",514259019,1916,נקסט ויז'ן,NEXT VISION,ישראל,Israel,abrahamd@nextageinnovation.com
433011,IL0004330119,נקסטייג',NEXTAGE,נקטג,NXTG,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,520039181,433,נקסטייג',NEXTAGE,ישראל,Israel,yossio@nextferm.com
1171933,IL0011719338,נקסטפרם,NEXTFERM,נקפר,NXFR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,514999952,1841,נקסטפרם,NEXTFERM,ישראל,Israel,info@nextcomgroup.com
1095785,IL0010957855,נקסטקום,NEXTCOM,נקסט,NXTM,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",511687568,1298,נקסטקום,NEXTCOM,ישראל,Israel,dani@netanel.co.il
421016,IL0004210162,נתנאל גרופ,NETANEL GROUP,נתגר,NTGR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",520039074,421,נתנאל גרופ,NETANEL GROUP,ישראל,Israel,dani@netanel.co.il
1194513,IL0011945131,נתנאל מניבים,NETANEL MENIV,נתנב,NTNB,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-מניב ישראל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Investment Properties in Israel",516235918,2412,נתנאל מניבים,NETANEL MENIVI,ישראל,Israel,amirs@smt.co.il
1081686,IL0010816861,סאמיט,SUMMIT,סמט,SMT,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב חו''ל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties Abroad ,TA-125 Fossil Free",520043720,1060,סאמיט,SUMMIT,ישראל,Israel,eyal.palti@suny-cc.co.il
1082353,IL0010823537,סאני תקשורת,SUNY COMMUN,סנתק,SNCM,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון","TA-Growth ,TA-AllShare ,TA-Rimon",520031808,2009,סאני תקשורת,SUNY COMMUN,ישראל,Israel,adi@sunflower-sit.com
1098755,IL0010987555,סאנפלאואר,SUNFLOWER,סנפל,SNFL,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Energy Utilities ,TA-Cleantech",520043597,1062,סאנפלאואר,SUNFLOWER,ישראל,Israel,info.sapiens@sapiens.com
1087659,KYG7T16G1039,סאפיינס,SAPIENS,ספנס,SPNS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-35 ,ת''א-125 ,מדד תל-דיב ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,Tel-Div Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Dual listing",,1146,סאפיינס,SAPIENS,איי קיימן,Cayman Islands,racheli@savor-eat.com
1169978,IL0011699787,סבוריט,SAVOREAT,סברט,SVRT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,515933950,1821,סבוריט,SAVOREAT,ישראל,Israel,alon@solaer.co.il
1172287,IL0011722878,סולאיר,SOLAER,סלאר,SOLR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-פמילי ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Family ,TA-Energy Utilities ,TA-Cleantech",516046307,1848,סולאיר,SOLAER,ישראל,Israel,cfo@sonoviatech.com
1170539,IL0011705394,סונוביה,SONOVIA,סונו,SONO,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,,,514997741,2304,סונוביה,SONOVIA,ישראל,Israel,carmit@sofwave.com
1175439,IL0011754392,סופווייב,SOFWAVE,סופב,SOFW,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,"ת''א-SME60 ,מדד ת''א-ביומד ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה","TA-SME60 ,TA-Biomed Index ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-Industrials",515198158,1886,סופוויב מדיקל,SOFWAVE MEDICAL,ישראל,Israel,roy@sufrin.io
1181569,IL0011815698,סופרין,SUFRIN,ספרן,SFRN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Construction",515361442,1974,סופרין,SUFRIN,ישראל,Israel,info@storagedrop.co.il
1122654,IL0011226540,סטורג' דרופ,STORAGE DROP,סטרג,STRG,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,,,512714221,1562,סטורג' דרופ,STORAGE DROP,ישראל,Israel,legal@cioninvestments.com
1205913,US8631821019,סטרוברי אינק,STRAWBERRY INC,סטרו,STRW,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,,2438,סטרוברי אינק,STRAWBERRY INC,ארה''ב,USA,cis@ci-systems.com
1194000,US17259U2042,סיאון,CION,סאון,CION,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,,2409,סיאון,CION,ארה''ב,USA,office@saver.one
442012,IL0004420126,סיאי,C I SYSTEMS,סיאי,CISY,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,,,520039280,442,סיאי,CI SYSTEMS,ישראל,Israel,tom.benmoshe@compulab.co.il
1166693,IL0011666935,סייברוואן,SAVER ONE,סיבר,SVRE,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ציוד תקשורת,Communications Equipment,,,515154607,1800,סייברוואן,SAVERONE 2014,ישראל,Israel,info@silvercl.com
